203.854,93.8919,-39.5744
203.733,92.9753,-39.4876
203.053,91.8527,-39.2966
203.177,91.0983,-39.2619
202.961,90.1309,-39.1577
203.283,89.4041,-39.1577
203.495,88.6724,-39.1403
204.067,88.0965,-39.1924
205.453,87.8661,-39.4008
236.4,100.151,-45.2701
-204.534,700.813,8.49915
7.15089,744.915,8.67261
9.74324,744.286,8.66562
12.3296,743.547,8.65747
14.921,743.3,8.65515
17.399,741.046,8.62953
20.0204,744.68,8.67261
22.3768,736.61,8.57948
24.9479,736.528,8.57948
27.5113,736.236,8.57715
30.13,737.335,8.59112
35.3085,645.692,7.52829
91.7118,717.413,8.42
94.4475,718.369,8.43513
96.825,717.548,8.42931
99.0609,715.728,8.41185
101.384,714.595,8.40253
103.758,713.85,8.39788
111.088,712.24,8.39206
113.448,711.463,8.3874
115.977,710.954,8.38624
118.487,710.337,8.38391
120.871,709.732,8.38158
123.234,709.021,8.37809
132.943,706.96,8.37459
144.954,704.289,8.3711
129.085,616.283,7.33039
131.14,615.645,7.32806
133.171,614.902,7.32457
135.446,614.507,7.32573
137.653,613.812,7.32341
139.59,613.169,7.32108
141.547,612.618,7.31991
143.661,612.023,7.31875
145.82,611.615,7.31991
147.984,610.992,7.31875
150.169,610.458,7.31875
152.226,609.639,7.31526
154.378,609.201,7.31642
156.503,608.659,7.31642
158.779,608.689,7.32341
160.798,607.952,7.32108
162.84,607.305,7.31991
164.959,606.94,7.32224
167.236,607.146,7.33155
177.986,637.474,7.70523
188.556,649.435,7.87286
177.733,604.469,7.33505
183.93,601.985,7.32806
185.919,601.165,7.32573
188.173,601.196,7.33388
190.21,600.345,7.33155
192.366,599.868,7.33388
194.499,599.495,7.33737
196.663,599.21,7.34203
198.816,598.709,7.34436
201.032,598.391,7.34902
203.067,597.703,7.34902
219.136,637.862,7.85191
207.295,596.78,7.35484
209.557,596.731,7.36299
211.639,595.996,7.36299
213.346,594.218,7.35018
215.794,594.504,7.36299
217.868,593.747,7.36299
222.289,592.961,7.3723
224.396,592.594,7.37695
226.395,591.94,7.37812
239.346,619.314,7.72968
241.288,617.916,7.72269
232.941,590.147,7.38627
235.103,589.29,7.38627
236.92,588.022,7.38045
239.372,588.324,7.39442
241.487,587.784,7.39791
243.869,587.882,7.40955
245.778,586.544,7.40373
248.187,586.398,7.41304
250.209,585.756,7.41537
252.308,585.29,7.42003
254.999,585.759,7.43749
256.53,583.561,7.42119
258.342,582.433,7.4177
259.782,580.478,7.40373
259.166,563.078,7.21631
260.926,561.603,7.20932
265.484,556.473,7.17789
266.942,554.665,7.16625
268.488,552.807,7.15461
270.465,551.843,7.15461
271.809,549.844,7.14064
273.545,548.647,7.13715
274.962,546.82,7.12551
276.64,545.524,7.12085
278.135,543.64,7.10921
279.62,541.753,7.09757
281.185,540.266,7.09058
282.697,538.686,7.08243
284.248,537.078,7.07429
285.838,535.553,7.0673
287.517,534.313,7.06381
289,532.716,7.05566
290.954,531.879,7.05799
278.224,504.418,6.70643
293.64,528,7.03354
295.139,526.361,7.02539
296.826,525.067,7.0219
298.459,523.68,7.01724
299.837,521.854,7.00677
301.406,520.372,7.00095
292.179,496.813,6.70992
294.123,496.246,6.71574
295.348,494.47,6.70526
297.528,494.095,6.71458
300.591,495.164,6.74368
301.587,492.918,6.72738
304.146,493.224,6.74601
305.77,492.101,6.74484
308.451,492.668,6.76696
310.383,491.927,6.77162
312.42,491.346,6.7786
235.37,367.332,5.079
243.648,377.344,5.22917
298.912,459.493,6.38164
299.761,457.386,6.36651
300.475,455.002,6.34788
301.175,452.618,6.32926
302.53,451.232,6.3246
225.349,333.591,4.6867
226.258,332.491,4.68204
228.462,333.286,4.70416
228.488,330.841,4.68088
225.872,324.624,4.60405
227.147,323.978,4.60638
227.439,321.938,4.58891
290.044,407.604,5.82403
290.614,405.476,5.80774
226.617,313.924,4.50743
227.155,312.423,4.49695
228.362,311.789,4.49928
234.674,318.071,4.60172
227.372,305.934,4.43758
254.746,340.279,4.94862
255.752,339.148,4.94513
256.874,338.174,4.94397
226.457,295.979,4.33863
259.9,337.243,4.95677
225.145,290.047,4.27461
263.726,337.311,4.98471
224.109,284.638,4.21756
223.585,281.993,4.18963
223.133,279.414,4.16285
223.104,277.387,4.14423
223.253,275.596,4.12909
221.116,271.019,4.07205
221.593,269.724,4.0639
221.554,267.812,4.04644
220.397,262.659,3.99173
219.893,260.208,3.96612
219.698,258.144,3.94633
219.556,256.161,3.9277
219.534,254.333,3.9114
218.781,251.679,3.8823
218.868,250.011,3.86833
218.461,247.839,3.84621
218.374,246.047,3.82992
217.787,243.624,3.80431
217.653,241.729,3.78684
217.938,240.394,3.77753
217.271,238.026,3.75192
217.424,236.53,3.74028
216.958,234.375,3.71816
216.275,232.007,3.69255
215.92,230.012,3.67276
215.877,228.403,3.65879
213.413,224.263,3.60408
213.365,222.65,3.59011
212.96,220.681,3.57032
212.754,218.932,3.55402
212.607,217.259,3.53889
212.312,215.447,3.52143
211.936,213.569,3.5028
211.709,211.82,3.4865
211.614,210.215,3.47253
211.403,208.581,3.4574
211.04,206.81,3.43994
210.883,205.254,3.42597
210.789,203.77,3.41317
210.49,202.064,3.39687
210.253,200.431,3.38173
210.062,198.889,3.36777
209.791,197.283,3.35263
209.601,195.73,3.33866
209.477,194.25,3.32586
209.271,192.704,3.31189
209.057,191.163,3.29792
208.983,189.76,3.28628
208.752,188.226,3.27231
208.663,186.829,3.26067
208.492,185.368,3.24786
208.372,183.996,3.23622
208.246,182.626,3.22458
207.977,181.11,3.21061
208.003,179.86,3.2013
207.795,178.416,3.18849
207.503,176.911,3.17452
